image_url,price,artist,title,date
https://d32dm0rphc51dk.cloudfront.net/lrSSnrg6yyogqUIae7C97g/larger.jpg,"US$7,500",Judith Dolnick,Untitled,ca. 1990s
https://d32dm0rphc51dk.cloudfront.net/GaCGxPDtDMu-BcTkvhmqKQ/larger.jpg,US$220,David Cumps,Albator,2024
https://d32dm0rphc51dk.cloudfront.net/Ee1zSxJ049Acm_I7fbLhCg/larger.jpg,"US$3,000",Vanessa Fanuele,Ultra 18,2023
https://d32dm0rphc51dk.cloudfront.net/Gk7iEhMc70l6Qfmf6vqwZg/larger.jpg,"US$3,000",Josh Cloud,Strength of Will,2024
https://d32dm0rphc51dk.cloudfront.net/peDOGnCFAruNKS7WDPoBlw/larger.jpg,"US$4,500",Eleanor Arbor,Everything I Possibly Hoped It Could Be,2024
https://d32dm0rphc51dk.cloudfront.net/6-nyuOeWHYrm64LDAQidPw/larger.jpg,£600,Holly Crawford,"The Silence Drew Off, Laughing With Medusa 39",2019
https://d32dm0rphc51dk.cloudfront.net/nJSptpF0AvmWBGINwAEgNw/larger.jpg,"US$16,500",Arnold Ronnebeck,"""Two Seas and a Moon"" Surrealism American Scene WWII Modern WWI Denver WPA Era",1943
https://d32dm0rphc51dk.cloudfront.net/RfJbITaVB3aD6XzLmrKReg/larger.jpg,"US$10,000",Floyd Strickland,Howard,2024
https://d32dm0rphc51dk.cloudfront.net/moUVJ_D3mh-oF6Y67XkqOA/larger.jpg,"US$5,600",Anna Kincaide,Stay Forever Free,2024
https://d32dm0rphc51dk.cloudfront.net/4sOSUn31rg6GktJIMvb5OA/larger.jpg,"US$3,300",Jongkie Lee,Enchanted White - Dragon,2022
https://d32dm0rphc51dk.cloudfront.net/bYq-xFO9YmON7_FNgID0Pw/larger.jpg,"US$4,000",L7M aka Luis Martins,Untitled,2021
https://d32dm0rphc51dk.cloudfront.net/8Wz_1G-p87n7oCbNlFGX4g/larger.jpg,"US$4,500",HAKOB HAKOBYAN,Marilyn Monroe ,2024
https://d32dm0rphc51dk.cloudfront.net/i0qUE7vBeGU64sW3EWzKeQ/larger.jpg,"US$1,600",Casey Weldon,Cozy Canyon,2020
https://d32dm0rphc51dk.cloudfront.net/LsP6vqGMffPj6QcT1-K7Jw/larger.jpg,"US$3,000",Kate Salenfriend,Early in the Year 4847,ca. 2024
https://d32dm0rphc51dk.cloudfront.net/pgw5-ZjI9v3sUVJzuqjvVA/larger.jpg,"US$4,780",Maya Eventov,Untitled,2024
https://d32dm0rphc51dk.cloudfront.net/qKE0UwTQjeZLBs2LWE0odQ/larger.jpg,"US$120,000",Alex Katz,Late Afternoon Blue (Small Painting) - ÏïåÎ†âÏä§Ïπ¥Ï∏† - ,2006
https://d32dm0rphc51dk.cloudfront.net/9k7SXuCWi_NiWt9cT5X_Rw/larger.jpg,"US$3,525",Suthamma (Ta) Byrne,Egg girl with her cat,2024
https://d32dm0rphc51dk.cloudfront.net/Xuh89SKDms6jZkBqTeND5Q/larger.jpg,"US$3,900",Emilija Pasagic,Untitled,2022
https://d32dm0rphc51dk.cloudfront.net/FnvebQRSLnpUj62lqIJDpw/larger.jpg,"US$1,100",Gabrielle Graessle,you make a big rainbow ,2024
https://d32dm0rphc51dk.cloudfront.net/ss7638gN8gFjK4lf8aynnA/larger.jpg,"US$1,500",Ien Lucas,Notities,2015
https://d32dm0rphc51dk.cloudfront.net/QVU6tPLFPAhYH1RuYxkj_g/larger.jpg,"US$5,000",Diane Novetsky,Three Graces,2021
https://d32dm0rphc51dk.cloudfront.net/WO06mMWOQuNOU9wJ1LECjw/larger.jpg,"£6,950",John Illsley,Coast IV,2017-2020
https://d32dm0rphc51dk.cloudfront.net/-bPCP8ISphZJdNprgmudrw/larger.jpg,US$350,Clara Berta,Golden Emerald,2023
https://d32dm0rphc51dk.cloudfront.net/yA8Unu8sb8OZJqFfWftonA/larger.jpg,US$625,Linda Tharp,Membrane,2023
https://d32dm0rphc51dk.cloudfront.net/OATSNaIfRnL-fwbSK_I4Ow/larger.jpg,£750,Jack Dunnett,Post Boy,2024
https://d32dm0rphc51dk.cloudfront.net/AUaDMBe4UQNB-wknoEugug/larger.jpg,US$548,Nobue Kubota („ÇØ„Éú„Çø „Éé„Éñ„Ç®),PICNIC,2024
https://d32dm0rphc51dk.cloudfront.net/Z4ILVflw85SFd6r3ZK6udA/larger.jpg,US$300,Lynne B. Mehlman,Study for Crimson & Ultramarine,2023
https://d32dm0rphc51dk.cloudfront.net/jZFZixwuYgQWRdM0596RIw/larger.jpg,US$440,Harold Richter,"Summer I, Abstract Painting, Richter Style , Orange Yellow",2022
https://d32dm0rphc51dk.cloudfront.net/yzoNIlVa-7V_3j5C2w3gJQ/larger.jpg,"US$1,100",Gabrielle Graessle,untitled ,2024
https://d32dm0rphc51dk.cloudfront.net/pmU_6ReB9IkLv8V6BeLE-g/larger.jpg,US$635,Leon Grossmann,"Red Abstract Painting, Big Red Books, Mystical Rumi Poems, Jalaluddin Rumi, Rumi, Red, Light Red, carmine red, Deep Red, Pyrrol Red, Dark Red, cinnabar red, modern, minimalism, vibrant, bold, Monochrome, Textured Abstract Painting, Square Painting ",2024
https://d32dm0rphc51dk.cloudfront.net/JsCTw7KiIBAmzM6OZV1opw/larger.jpg,"US$6,500",Casey Gray,Still Life with Flowers (51),2024
https://d32dm0rphc51dk.cloudfront.net/fhIFv0jOklTkWha4pvepRw/larger.jpg,"US$3,800",Brian Porter,Borealis,2022
https://d32dm0rphc51dk.cloudfront.net/QKfiroxuVlL-n9uKUFmQ-w/larger.jpg,"US$2,000",Jack Tozzi,Doghouse,2023
https://d32dm0rphc51dk.cloudfront.net/wjGswg6NuqLxIk4xlrJJzw/larger.jpg,"US$3,800",Nelson Dominguez,Madre,2022
https://d32dm0rphc51dk.cloudfront.net/2FjCHK8MrTwVMHLxqMB7-Q/larger.jpg,US$800,SEEN,Spray Can (Blue),ca. 2020
https://d32dm0rphc51dk.cloudfront.net/-vsIt-xwqqCrhzco2zaIvA/larger.jpg,US$500,Danielle Saint-Onge,Alphabet Soup,2023
https://d32dm0rphc51dk.cloudfront.net/FseZ7lvsC7DzJMkmcqgDwQ/larger.jpg,"US$8,000",Lawrence Gipe,Hamburg - Paul J Wolff Study,2018
https://d32dm0rphc51dk.cloudfront.net/ZyC9uo08U4-vL8boUdLpYA/larger.jpg,"US$4,750",Stephen Forbes,Disperce,2024
https://d32dm0rphc51dk.cloudfront.net/-TLeEdNIakwmT8dlq6Cssw/larger.jpg,"US$4,000",Nikolaos Schizas,Moonlight,2024
https://d32dm0rphc51dk.cloudfront.net/tAz94Q9SY3_MhdR2-2L7jg/larger.jpg,"US$2,500",Carol Oster,Child's Play,2019
https://d32dm0rphc51dk.cloudfront.net/5ow-S7LX4eB-922Rhv2f7Q/larger.jpg,"£1,750",Toba Kayode Samuel,Brotherhood,2024
https://d32dm0rphc51dk.cloudfront.net/GyPlze4Jk97AZ1dUzJD9NA/larger.jpg,US$800,Rakhmet Redzhepov (Ramzi),Peonies and Mountains  ,2019
https://d32dm0rphc51dk.cloudfront.net/QSJ-cgAHFr0oCPcYx32qwg/larger.jpg,"US$12,000-US$14,000",Yusuke Komuta,Unfolded #37,2023
https://d32dm0rphc51dk.cloudfront.net/XbB8BHk61Et5XEeI-wWyzg/larger.jpg,"US$1,895",Irving Block,Model of M.B.,1971
https://d32dm0rphc51dk.cloudfront.net/r0x4lRGcmagR19Bi8LJTUQ/larger.jpg,US$500,Obou Gbais,Photo Instantan√© VI,2023
https://d32dm0rphc51dk.cloudfront.net/gSe9F9q2v-NgTI9AdGWZFA/larger.jpg,"US$2,900",Kristyna Baradinskas,Tempest,2024
https://d32dm0rphc51dk.cloudfront.net/YSDY4g5_zYtM-P3F4i6mpA/larger.jpg,US$350,Sandra Kvilytƒó,Watering Hole,2023
https://d32dm0rphc51dk.cloudfront.net/cFT4aYBk9NAxD-80u48AqQ/larger.jpg,"US$5,350",Obou Gbais,La D√©tente Dan II,2023
https://d32dm0rphc51dk.cloudfront.net/jtbJReKCZ963Rw8deiItQQ/larger.jpg,"US$1,800",Fletcher Sibthorp,The Replicant - Tears in the Rain,2024
https://d32dm0rphc51dk.cloudfront.net/5yDI8HRLjrgELCpgx7FVtw/larger.jpg,"US$3,000",qiyi ma,Untitled,2023
https://d32dm0rphc51dk.cloudfront.net/2dMhk-k76bjDjBtreJq_Wg/larger.jpg,"US$6,000",Imon Boy,Sunset,2021
https://d32dm0rphc51dk.cloudfront.net/jdmhFgFpmN0y0B7YnWmqzg/larger.jpg,"US$4,800",Jang Seung Keun,Studio,2023
https://d32dm0rphc51dk.cloudfront.net/R6WOtbbsIu7q3nPKSQpCPA/larger.jpg,US$889,Barry Russell Lorne,hey you teal on mauve,2024
https://d32dm0rphc51dk.cloudfront.net/QzsBmuk9MXwOOP2lPWZ3SQ/larger.jpg,US$234,Sonoko Kumano („Åè„Åæ„ÅÆ „Åù„ÅÆ„Åì),"Orchid, orchid, orchid F0",2023
https://d32dm0rphc51dk.cloudfront.net/wlYxX8vapwfzjN3EQ6mTOg/larger.jpg,"US$1,800",Phil Knoll,More Fun Than Deserved ,2024
https://d32dm0rphc51dk.cloudfront.net/hH-Kgejcz8_hpWmikStrNQ/larger.jpg,"US$7,200",Hans Vandekerckhove,Arthur's Trees,2021
https://d32dm0rphc51dk.cloudfront.net/pKZTT3KJZTN_sJWUs4qdUA/larger.jpg,US$720,Nobuko Sugio,Piano Quintet Op.44,2022
https://d32dm0rphc51dk.cloudfront.net/2TPpnaqZT7HzvmEhyIzdbw/larger.jpg,"US$12,000",Christopher Remmers,Threshold,2023
https://d32dm0rphc51dk.cloudfront.net/IOId8QjGyL6fPY6Ug3fepw/larger.jpg,"US$2,000",James Lumsden,Lucent (2/19),2019
https://d32dm0rphc51dk.cloudfront.net/VuM4WeVOMTUUEt5wjBrgUA/larger.jpg,"US$2,200",Steve Martinez,Freedom,2024
https://d32dm0rphc51dk.cloudfront.net/4u9pWl4UnSCUt4CiyJCV8A/larger.jpg,"£6,500",Ian Rayer-Smith,Glass Lake,2024
https://d32dm0rphc51dk.cloudfront.net/ro7BloKWc5BIYGk7LVtJdQ/larger.jpg,US$880,Segun Benjamin Ajao,Depressed ,2024
https://d32dm0rphc51dk.cloudfront.net/eh7Qxv4DE1uNN-GZcYOJ1Q/larger.jpg,"US$3,200",Dieudonn√© Djiela Kamkang,The Queen of Mouse boxes,2024
https://d32dm0rphc51dk.cloudfront.net/KQLyJvLXqCUWm05llaYIBQ/larger.jpg,"US$12,600",EUG√àNE FRAN√áOIS DESHAYES,Bord de mer anim√©,1880-1930
https://d32dm0rphc51dk.cloudfront.net/Oho5KuIwRYo8a-BXrDsfdg/larger.jpg,"US$1,240",kikuchan,Autumn with beautiful leaves,2022
https://d32dm0rphc51dk.cloudfront.net/yUJ9RpgPwQ1N3QdX_Q1p6A/larger.jpg,"£2,250",Jes√∫s Perea,Untitled 3 (Abstract painting),2022
https://d32dm0rphc51dk.cloudfront.net/fgGOTnu47G_oi1FY52Oe8w/larger.jpg,"US$1,700",Yasuhiro Toyoda,"Hiking,2024",2024
https://d32dm0rphc51dk.cloudfront.net/okBQ1Ype_Q2L9Dj-nbzeJQ/larger.jpg,US$650,Wladymir Bernechea,El Gesto del Desvanecer,2023
https://d32dm0rphc51dk.cloudfront.net/X7Kjq7nO1bNAOljBdQp7wA/larger.jpg,"US$3,080",Yiching Chen,ÊÇ†ÊÇ†,2023
https://d32dm0rphc51dk.cloudfront.net/hFSrPdNCit_zEdBUWwX4-A/larger.jpg,US$800,Pony Ma,The End Is Near,2024
https://d32dm0rphc51dk.cloudfront.net/hXwQIVXrX2kU21Vt7U_Jlg/larger.jpg,"US$30,000",Victor Rodriguez,Pencil 4 Butterfly,2023
https://d32dm0rphc51dk.cloudfront.net/jvTTH9OzW-S2Kin2wmkNRg/larger.jpg,"£1,150",Jes√∫s Perea,Untitled 10 (Abstract painting),2022
https://d32dm0rphc51dk.cloudfront.net/wcygQGCkkTOivZUoEa0izA/larger.jpg,"US$9,500",Joseph Solman,Chair with Chinese Rug,20th Century
https://d32dm0rphc51dk.cloudfront.net/urtu1CS3WD1IihpLl6Y50w/larger.jpg,"£2,750",Nicholas Vivian,That Golden Hour,2024
https://d32dm0rphc51dk.cloudfront.net/IFMUqyj_0jjWoFEmiiF7WA/larger.jpg,"US$1,100",Clare Wigney,'Object sighted over field (Gale Weathers)',2023
https://d32dm0rphc51dk.cloudfront.net/70ZmWuppAo-Nr6gY5ZwujQ/larger.jpg,"AU$1,200",Trevelyan Clay,Cling-wrapped fluffy hearts,2022
https://d32dm0rphc51dk.cloudfront.net/lMCMhOormZ0HvhARnxY-TQ/larger.jpg,"US$2,700",Jorge Cabieses,La imagen interceptada (3),2024
https://d32dm0rphc51dk.cloudfront.net/ZYrZBlbcxtvB-np8AQMVxw/larger.jpg,"US$2,850",Carl Krull,Telemagenta,2023
https://d32dm0rphc51dk.cloudfront.net/wokepoyfHfCZG9MR5NV02w/larger.jpg,"US$3,840",Madalena Negrone,Entangled,2019-2020
https://d32dm0rphc51dk.cloudfront.net/JaIps6J5Gzzi1lUKthlZbg/larger.jpg,US$520,Patricia Purdie,Abundance,2023
https://d32dm0rphc51dk.cloudfront.net/M2RadmKq6vtFe5N1F5Hc0g/larger.jpg,"US$1,200",Irakli Chikovani, Horse Riding,2024
https://d32dm0rphc51dk.cloudfront.net/efBwTmD4Il2JuckELQdNJQ/larger.jpg,"£1,750",Timi Kakandar,Hope (III),2018
https://d32dm0rphc51dk.cloudfront.net/32agIK81JvFHUAtXefebKw/larger.jpg,US$750,Cathleen Hughes,Solar Angle 4,2024
https://d32dm0rphc51dk.cloudfront.net/4pOmBORrHnidgZ2nTJUE3w/larger.jpg,US$770,Enric Servera,Blue of Blues N10,2023
https://d32dm0rphc51dk.cloudfront.net/MsSmVbrSOeptwXRx6TrtPw/larger.jpg,"US$6,000",Sunny Taylor,Poise,2023
https://d32dm0rphc51dk.cloudfront.net/fUWvBEUgHWC9MDPaRjbxeg/larger.jpg,"US$8,500",Nathan Paddison,Raw can roll,2021
https://d32dm0rphc51dk.cloudfront.net/HZf6b0jRQDBjvNOwcpDYNA/larger.jpg,US$650,Nathan Durfee,Smooth Takeoff,2023
https://d32dm0rphc51dk.cloudfront.net/xeH0HIxBONA4pmXWlcJv6g/larger.jpg,"US$1,200",Christopher Luigi Veggetti Kanku,"Portrait #13, From the Portraits series ",2023
https://d32dm0rphc51dk.cloudfront.net/WiComhK8REtb1xIOWRKdxQ/larger.jpg,"£8,880",Emma Bennett,Down Through Winter,2024
https://d32dm0rphc51dk.cloudfront.net/hYT_rZUJMBtjrdspDJsWkQ/larger.jpg,US$750,Anthony Newton,Resurrection's Protection,2024
https://d32dm0rphc51dk.cloudfront.net/-CnpgFupoMvemAaJdSOBkg/larger.jpg,"US$1,800",John Bellan,Pink Piga in a Cage,2024
https://d32dm0rphc51dk.cloudfront.net/D0YTr69Jkhdb66XPl67zuQ/larger.jpg,"US$3,000",Claudia Kaak,The Death of Hope,2023
https://d32dm0rphc51dk.cloudfront.net/Y-chn2YD5ZoHFx7gm0Xuqg/larger.jpg,"US$5,500",Alicia McCarthy,Untitled,2022
https://d32dm0rphc51dk.cloudfront.net/AAyhc_XDoTbJJMwIhY5_sw/larger.jpg,"US$2,300",Eric Stefanski,I Stole Your,2024
https://d32dm0rphc51dk.cloudfront.net/WnhIGwXmlV6zlVaHNFBb-Q/larger.jpg,"US$9,000",Simon Degroot,Abbreviated Gestures (Orange Jessamine),2023
https://d32dm0rphc51dk.cloudfront.net/IUBNVzeyzZWsFciQf-kuyQ/larger.jpg,"US$1,000",Jang Seung Keun,Disgusting male mosquito,2023
https://d32dm0rphc51dk.cloudfront.net/plnR5ezL7xLEb0jIwYAbEg/larger.jpg,"US$5,000",Audrey Stone,Switch Hold,2021
https://d32dm0rphc51dk.cloudfront.net/_Nj6_Swv-NR3OjQaqlL6hw/larger.jpg,US$300,Lisa Rickard,Black Diamond Apple,2024
https://d32dm0rphc51dk.cloudfront.net/sJjnUQDC0YgQxsfkddOUeA/larger.jpg,US$300,Judith Berman,Virtual Girl Stuck in Boundary of Technology,2024
https://d32dm0rphc51dk.cloudfront.net/10gD9ObFIRcu5b6vRzkWRQ/larger.jpg,"£5,250",Nikolaos Schizas,Involvement (Abstract painting),2024
https://d32dm0rphc51dk.cloudfront.net/lzPFvnQoLY3_aTBcTfvVBQ/larger.jpg,"US$8,200-US$10,000",Franco Guerzoni,Intravedere,2023
https://d32dm0rphc51dk.cloudfront.net/rfERQEeBcsJobuSpPePtbg/larger.jpg,US$850,Natalia Roman,Head Over Heels,2024
https://d32dm0rphc51dk.cloudfront.net/29qgZoOkgK1f3oOn6sHT8g/larger.jpg,"US$5,600",Yrak,Soif,2020
https://d32dm0rphc51dk.cloudfront.net/98W7FgNies6F7htiVvF9jA/larger.jpg,"US$1,850",Nene,Reflection,2022
https://d32dm0rphc51dk.cloudfront.net/ZQ8W7rqrrBUIvN6Pqpzqxg/larger.jpg,US$207,Laura Stauder,La petite camargue,2023
https://d32dm0rphc51dk.cloudfront.net/b7OgNMwQD_iWeJ0Y9LJ1EA/larger.jpg,"US$6,500",Christopher Hart Chambers,Thunder Thighs 147,2019-2020
https://d32dm0rphc51dk.cloudfront.net/7T3n5Nda-YQSFqI4cJJToA/larger.jpg,"US$1,000-US$2,500",Nina Silverberg,Hint II,2024
https://d32dm0rphc51dk.cloudfront.net/1c8I6P_hP-MpmiaOQu1fCQ/larger.jpg,"US$2,500",Raphael Federici,Double Face,2024
https://d32dm0rphc51dk.cloudfront.net/Un2dr017j1Gdupmv705Wuw/larger.jpg,"US$3,500",Alain Biltereyst,A-874-3,2020
https://d32dm0rphc51dk.cloudfront.net/61WaJsIvpuEdIA7Fmj3juw/larger.jpg,"US$3,500",Henry Chapman,"the seal, the sail, the salt",2024
https://d32dm0rphc51dk.cloudfront.net/naCTbMmjL1PNrQ9o63eTlw/square.jpg,"US$2,500",Mark Jacobson,Psychosis (for my sister)    ,2023
https://d32dm0rphc51dk.cloudfront.net/F_yoEkwW-_HTCEhm_P5VgA/larger.jpg,"US$2,750",Leon Grossmann,"White Abstract Painting. don't ask if you can. Neon Red Painting, White, Pink, Red, Rosa, Orange, Neon Orange, Textured Abstract Painting, Yellow, Blue, Minimalism, vibrant, bold, Extra Large Painting, Gestural, Abstract Painting ",2023
https://d32dm0rphc51dk.cloudfront.net/jA8UStx_Q80O4iZj9h1qCQ/larger.jpg,"US$3,500",Dimitris Ntokos,Kanishka,2024
https://d32dm0rphc51dk.cloudfront.net/Xg9x7O9TfEEDty8P2ODhig/larger.jpg,"US$150,000",Fernando Botero,GALLO,1980
https://d32dm0rphc51dk.cloudfront.net/VfmtA6OPnBzI3C0luaG98Q/larger.jpg,£930,Grace Tobin,Passages,2024
https://d32dm0rphc51dk.cloudfront.net/WiuoGnRR7GVoqyy8HP3KWw/larger.jpg,US$440,Danny Brown,Padziuxh,2024
https://d32dm0rphc51dk.cloudfront.net/lkEbXlJdK1VGe4rmHTsS6w/larger.jpg,"US$5,000",Fran√ßois Bonnel,Fljotavik,2023
https://d32dm0rphc51dk.cloudfront.net/AQHfIHlPsOcAhvcSzLiwLw/larger.jpg,"US$6,600",JonOne,Untitled,2023
https://d32dm0rphc51dk.cloudfront.net/8XOTYgVzK5_Fea41vzQmmA/larger.jpg,US$350,Clara Berta,Golden Sherbert,2023
https://d32dm0rphc51dk.cloudfront.net/4stx6cA-RFWfnBQvKmFpMg/larger.jpg,"US$4,500",IL BULTO,Energy-Light-Time-Mass-Gravity,ca. 2023
https://d32dm0rphc51dk.cloudfront.net/enSXeuoDZ-d0iVP2cevHPQ/larger.jpg,"US$5,500",Gary Pearson,Unlocking the Door,2023
https://d32dm0rphc51dk.cloudfront.net/RPoUFkHeDXhrjJ9aP8Imfg/larger.jpg,US$185,Gary John,Circus Circus,2021
https://d32dm0rphc51dk.cloudfront.net/7o62SDYpVm50oW0aW-CUJw/larger.jpg,"US$2,500",Megan Williamson,From the Bottom of the Sea,2021
https://d32dm0rphc51dk.cloudfront.net/faqFkTRbDpJJpOJqSFweKQ/larger.jpg,US$700,Alexander Paulus,‚ÄúBe the captain of your own ship‚Äù Colorful Contemporary Surrealist Painting,2022
https://d32dm0rphc51dk.cloudfront.net/hsXyz-ec_EF2BTMW03iV8w/larger.jpg,"US$1,600",Era Leisner,Birch Crown,2024
https://d32dm0rphc51dk.cloudfront.net/R2oJO_lzNNc6JkZlA2--Qg/larger.jpg,"US$4,600",Aixa Portero,Bosque Ram√≥n y Cajal,2023
https://d32dm0rphc51dk.cloudfront.net/PcmCEmYwbrfS8JcT_aC-1Q/larger.jpg,US$375,Leon Grossmann,"Blue Beige Abstract Painting, Close your eyes, Blue, Beige, Grey, White, Textured, jalaluddin rumi, Minimalism, Rumi, Rumi Quotes, Marine, Sea, Ocean, Abstract Painting ",2023
https://d32dm0rphc51dk.cloudfront.net/kTB-kDOONodjbFHqsa0f2w/larger.jpg,"US$30,000",Sherron Francis,Untitled,1977
https://d32dm0rphc51dk.cloudfront.net/JLd_5JqMO_RD09Sq368DnA/larger.jpg,"US$4,500",Gao Xiao Yun È´òÂ∞è‰∫ë,Tranquil Lake  Âπ≥ÊπñÊ∞¥Â∑∑,2023
https://d32dm0rphc51dk.cloudfront.net/Cu-TrcnBnc63IYNc54G03A/larger.jpg,"US$1,635",Kazuhiro Shimoda,rebirth of memory 3,2020
https://d32dm0rphc51dk.cloudfront.net/wc2lsyxUrFgI3Y7HNQ1tuQ/larger.jpg,"US$6,500",Hunt Slonem,Dream,2021
https://d32dm0rphc51dk.cloudfront.net/nd3XIOfcbpvjn9uFrPe7Xw/larger.jpg,"US$2,800",WM Li,Rhythm of the sea - Cape D'aguilar  Êµ∑ÁöÑÈüªÂæã¬†-¬†È∂¥Âò¥,2023
https://d32dm0rphc51dk.cloudfront.net/8wNpR1Fb5_fxkjTS1RBA-Q/larger.jpg,"US$3,300",Alicia Gimeno,Untitled,2024
https://d32dm0rphc51dk.cloudfront.net/p29C5LcSz0i9axb1DXGMfw/larger.jpg,US$800,Cyril Kuhn,Centurion,2024
https://d32dm0rphc51dk.cloudfront.net/1aLWhssRv6pYTHR3kKsaiQ/larger.jpg,"£1,000",Greet Helsen,Rosentor (Abstract painting),2023
https://d32dm0rphc51dk.cloudfront.net/PUdQqwhQSqagNWJ97AllJQ/larger.jpg,"US$3,500",Ben Edmunds,Better to have barely (than to have almost),2023
https://d32dm0rphc51dk.cloudfront.net/z3Ag9CGHzM7swhGbX2aJCQ/larger.jpg,US$481,Nobue Kubota („ÇØ„Éú„Çø „Éé„Éñ„Ç®),garden tree,2024
https://d32dm0rphc51dk.cloudfront.net/Lfl-QN5oxk3jt_3-PLt6AQ/larger.jpg,US$250,Fatmir Juka,The plow constellation,2020
https://d32dm0rphc51dk.cloudfront.net/yB2Fw126eQp10zkUH_RQ_w/larger.jpg,"US$2,200",Kazimieras Brazd≈æi≈´nas,Concertmeister,2023
https://d32dm0rphc51dk.cloudfront.net/H9kPeM00C9qnN45SDPahdg/larger.jpg,"US$24,000",Ta-coumba T. Aiken,Precious Fortune,2023
https://d32dm0rphc51dk.cloudfront.net/usgytDfhUwUT80zkGtG66g/larger.jpg,US$500,Barry Senft,Fish,2024
https://d32dm0rphc51dk.cloudfront.net/YihCZk9ZO_Jz_MgmIAPvhw/larger.jpg,£725,Jack Dunnett,Before The Bathwater,2023
https://d32dm0rphc51dk.cloudfront.net/KoHKZusBebzIDpsbyNB-2Q/larger.jpg,"US$5,000",Von Hyin Kolk,Ox Girls (Surplus Suns),2023
https://d32dm0rphc51dk.cloudfront.net/IJecxzxRAwdMJ1rufdRKIg/larger.jpg,"US$2,000-US$2,500",Pius Fox,Spielfiguren,2021
https://d32dm0rphc51dk.cloudfront.net/UiFdlm-dQF2WmHYEzpeJ9g/larger.jpg,"US$3,200",Thomas Ascott,Chance Encounter,2024
https://d32dm0rphc51dk.cloudfront.net/U3iBo0FpJQBlHDzuKc4iOA/larger.jpg,US$900,Rakhmet Redzhepov (Ramzi),His Universe,2020
https://d32dm0rphc51dk.cloudfront.net/-01QHlSJMUVXjHn8_nQP0A/larger.jpg,US$950,Louis Recchia,Ancient Ruins,2018
https://d32dm0rphc51dk.cloudfront.net/XAzvJ6gV2Kp0eeOiD3PzIA/larger.jpg,"US$9,000",Claire Kirkup,The Theatrics of Normal,2023
https://d32dm0rphc51dk.cloudfront.net/UQgH2VkTOonlRzZtppkA1A/larger.jpg,"US$5,200",Mikael Olson,Boy Blowing Bubbles,2022
https://d32dm0rphc51dk.cloudfront.net/_9R0q4qXz3gtxd1qyawsGw/larger.jpg,"US$9,500",Hijack,Steal It,2023
https://d32dm0rphc51dk.cloudfront.net/QKFbuOg8ZyzTxO49M6OUsQ/larger.jpg,"US$2,800",Michelle Jader,Will You,2023
https://d32dm0rphc51dk.cloudfront.net/TrJgeobZQMQULvhpopgDXg/larger.jpg,"US$6,000",Henry Chapman,"the sun, the song, the sound",2024
https://d32dm0rphc51dk.cloudfront.net/HtbhNiYBap886iov9cm-Ng/larger.jpg,"US$2,700",Paul Bennett,The Guiding Light,2024
https://d32dm0rphc51dk.cloudfront.net/dJikYFI5f8GWG88U8zC0HQ/larger.jpg,"US$5,200",Pier Toffoletti,Gemenes face 16-1023,203
https://d32dm0rphc51dk.cloudfront.net/RYFb-x-JHzXMtUuxDYcXLA/larger.jpg,"US$6,600",Shonto Begay,Emergence,2024
https://d32dm0rphc51dk.cloudfront.net/pEryNaq1GmtwndQQE7RUnA/larger.jpg,"US$1,700",Barbara Kroll,Woman VI,2021
https://d32dm0rphc51dk.cloudfront.net/XU43K6veqftTWYKKOu2KTw/larger.jpg,"US$4,200",Francisco Toledo,SALTANDO ENTRE NUBES,1980
https://d32dm0rphc51dk.cloudfront.net/CTe3LouJewt6LRBIU5L-XA/larger.jpg,US$125,"R.W. ""Rudy"" Beerens",Christiana Gaspard,2020
https://d32dm0rphc51dk.cloudfront.net/Ri0A5z2XwhcIU59KWZArBw/larger.jpg,US$670,Margaret Lipsey,Light through the Cracks,2023
https://d32dm0rphc51dk.cloudfront.net/oKTl2dQgwRYHESmYBclZUg/larger.jpg,"US$2,000",Takumi Saito,friend,2024
https://d32dm0rphc51dk.cloudfront.net/vTIjmfCSyMuZ01fd2kZRwg/larger.jpg,US$620,Nene,Untitled,2023
https://d32dm0rphc51dk.cloudfront.net/MzwCj3JYkdCLvdbPdsTJ8Q/larger.jpg,"US$1,800",Madalena Negrone,Entangled Oval Blue 4,2024
https://d32dm0rphc51dk.cloudfront.net/Se25fhW-BvFpSyT7Bo4zgg/larger.jpg,"£1,150",Adam Dix,The Watcher,2016
https://d32dm0rphc51dk.cloudfront.net/h5ednTMidSDcoVEfOP4-vQ/larger.jpg,"US$2,400",Super A,Unhandled,2023
https://d32dm0rphc51dk.cloudfront.net/9_T87d-OF7vYDSPSo1Ob-A/larger.jpg,US$185,Shaunna Duffy-Smith,September Morning,2022
https://d32dm0rphc51dk.cloudfront.net/Zp9SwFYbORtBl3p6sEaafQ/larger.jpg,"US$90,000",Esteban Vicente,Ariel,1990
https://d32dm0rphc51dk.cloudfront.net/cnrSLcMkL0K90CfkcNtGnw/larger.jpg,US$450,Ryan Harris,Snake. Oil. Soup.,2024
https://d32dm0rphc51dk.cloudfront.net/VYY3DtoPkXRpdfvM78lzDQ/larger.jpg,"US$27,500",Sherron Francis,Sonic Lark,1974
https://d32dm0rphc51dk.cloudfront.net/3PYaIkfHJWLGl2tUmlqJyg/larger.jpg,"US$6,300",EmekaCkA,Robin,2024
